Alpha	Beta	WER	CER	Texto
1,0	0,0	0,85	0,7839248434237995	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar louette su argentinidad
1,0	0,1	0,85	0,7839248434237995	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar louette su argentinidad
1,0	0,2	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,30000000000000004	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,4	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,5	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,6000000000000001	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,7000000000000001	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,8	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	0,9	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,0	1,0	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumet entre su argentinidad
1,1	0,0	0,8555555555555555	0,778705636743215	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar numenoreanos eeaaoaeecaoeee
1,1	0,1	0,8555555555555555	0,7943632567849687	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar numenoreanos
1,1	0,2	0,8555555555555555	0,778705636743215	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar numenoreanos eeaaoaeecaoeee
1,1	0,30000000000000004	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,4	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,5	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,6000000000000001	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,7000000000000001	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,8	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	0,9	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,1	1,0	0,8555555555555555	0,7901878914405011	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lumenes argentina 
1,2000000000000002	0,0	0,8555555555555555	0,7943632567849687	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar numenoreanos 
1,2000000000000002	0,1	0,8555555555555555	0,778705636743215	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar numenoreanos eeaaoaeecaoeee
1,2000000000000002	0,2	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,30000000000000004	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,4	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,5	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,6000000000000001	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,7000000000000001	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,8	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	0,9	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,2000000000000002	1,0	0,8444444444444444	0,7797494780793319	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su argentinidad
1,3000000000000003	0,0	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,1	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,2	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,30000000000000004	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,4	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,5	0,8555555555555555	0,791231732776618	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver a la pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
1,3000000000000003	0,6000000000000001	0,8444444444444444	0,7860125260960334	una arcadia se encuentran en un portal a medio camino entre sus casas cerca del centro comercial ella habian quedado para ver la nueva pelicula que tanto proporcionada por la tele y buscar lento entre su agenda
